query_id,client_email,client_mobile,query_heading,query_description,status,date_raised,date_closed,is_open,valid_before_norm,normalized_mobile,valid_after_norm,query_created_time,query_closed_time,resolution_time_days,category,is_valid_email
Q3070,roy58@example.com,7771776470,Account Suspension,Need help lifting restrictions.,Closed,2025-07-01,2025-07-13,False,True,7771776470,True,2025-07-01,2025-07-13,12.0,Account Suspension,True
Q3071,smiller@example.com,8051824564,Payment Failure,Wrong currency charged.,Closed,2025-03-09,2025-03-11,False,True,8051824564,True,2025-03-09,2025-03-11,2.0,Payment Failure,True
Q3072,melanie09@example.net,1921566190,Account Suspension,Got a warning mail I don’t understand.,Closed,2025-06-14,2025-06-15,False,False,1921566190,False,2025-06-14,2025-06-15,1.0,Account Suspension,True
Q3073,nmoody@example.com,7970188372,Payment Failure,Promo code not working during payment.,Closed,2025-07-22,2025-08-02,False,True,7970188372,True,2025-07-22,2025-08-02,11.0,Payment Failure,True
Q3074,nortonronald@example.com,9858771500,Subscription Cancellation,Data wiped immediately after cancel.,Closed,2025-06-08,2025-06-09,False,True,9858771500,True,2025-06-08,2025-06-09,1.0,Subscription Cancellation,True
Q3075,uadkins@example.com,481952819,UI Feedback,Icons not intuitive.,Closed,2025-01-29,2025-02-09,False,False,481952819,False,2025-01-29,2025-02-09,11.0,UI Feedback,True
Q3076,aliciabenson@example.com,5225644605,Data Export,Data export not matching preview.,Closed,2025-06-20,2025-06-23,False,False,5225644605,False,2025-06-20,2025-06-23,3.0,Data Export,True
Q3077,alberttorres@example.org,7198041579,Data Export,Filters not applying in exported data.,Closed,2025-03-16,2025-03-28,False,True,7198041579,True,2025-03-16,2025-03-28,12.0,Data Export,True
Q3078,hallsarah@example.org,7084558743,Data Export,Fields are missing in exported report.,Closed,2025-03-06,2025-03-13,False,True,7084558743,True,2025-03-06,2025-03-13,7.0,Data Export,True
Q3079,lindsey05@example.org,1269303377,Subscription Cancellation,Subscription stuck in pending cancel state.,Closed,2025-05-17,2025-05-18,False,False,1269303377,False,2025-05-17,2025-05-18,1.0,Subscription Cancellation,True
Q3080,gary23@example.net,2523290827,Technical Support,Feature working on web but not mobile.,Closed,2025-04-24,2025-05-04,False,False,2523290827,False,2025-04-24,2025-05-04,10.0,Technical Support,True
Q3081,lopezjames@example.com,9680179692,Feature Request,Can we have auto-save for drafts?,Closed,2025-02-28,2025-03-09,False,True,9680179692,True,2025-02-28,2025-03-09,9.0,Feature Request,True
Q3082,laura69@example.com,9220528224,Data Export,Exported Excel has broken formatting.,Closed,2025-06-12,2025-06-21,False,True,9220528224,True,2025-06-12,2025-06-21,9.0,Data Export,True
Q3083,pittmanstephen@example.com,1846010407,Feature Request,Request feature to duplicate projects.,Closed,2025-04-14,2025-04-23,False,False,1846010407,False,2025-04-14,2025-04-23,9.0,Feature Request,True
Q3084,jamesgarner@example.net,2590542205,Payment Failure,Payment failed due to card error.,Closed,2025-02-26,2025-03-07,False,False,2590542205,False,2025-02-26,2025-03-07,9.0,Payment Failure,True
Q3085,clarkjessica@example.org,4470674201,Account Suspension,How do I appeal a suspension?,Closed,2025-04-20,2025-04-23,False,False,4470674201,False,2025-04-20,2025-04-23,3.0,Account Suspension,True
Q3086,ashley93@example.org,8396169574,Feature Request,Can we have auto-save for drafts?,Closed,2025-02-13,2025-02-16,False,True,8396169574,True,2025-02-13,2025-02-16,3.0,Feature Request,True
Q3087,harrismarcus@example.com,8374316934,Subscription Cancellation,Cancel option not visible in settings.,Closed,2025-06-15,2025-06-23,False,True,8374316934,True,2025-06-15,2025-06-23,8.0,Subscription Cancellation,True
Q3088,pdavid@example.net,6629833094,Account Suspension,Need clarification on temporary lockout.,Closed,2025-02-25,2025-02-26,False,True,6629833094,True,2025-02-25,2025-02-26,1.0,Account Suspension,True
Q3089,mitchelljennifer@example.org,4556881102,UI Feedback,Graphs too compressed on mobile view.,Closed,2025-05-05,2025-05-10,False,False,4556881102,False,2025-05-05,2025-05-10,5.0,UI Feedback,True
Q3090,garrisonkim@example.net,3918099892,UI Feedback,Sidebar hides important links.,Closed,2025-07-03,2025-07-05,False,False,3918099892,False,2025-07-03,2025-07-05,2.0,UI Feedback,True
Q3091,zwarner@example.com,3226038891,Data Export,Export feature is not generating files.,Closed,2025-04-10,2025-04-17,False,False,3226038891,False,2025-04-10,2025-04-17,7.0,Data Export,True
Q3092,kball@example.net,3745621119,Account Suspension,Support says I’m blacklisted — why?,Closed,2025-05-21,2025-05-22,False,False,3745621119,False,2025-05-21,2025-05-22,1.0,Account Suspension,True
Q3093,nlowe@example.org,5433244618,Subscription Cancellation,Cancelled but dashboard shows active.,Closed,2025-04-21,2025-04-26,False,False,5433244618,False,2025-04-21,2025-04-26,5.0,Subscription Cancellation,True
Q3094,oadams@example.org,8701666285,Technical Support,Error 500 on accessing dashboard.,Closed,2025-05-15,2025-05-23,False,True,8701666285,True,2025-05-15,2025-05-23,8.0,Technical Support,True
Q3095,nathanielthompson@example.com,7230872267,Billing Problem,Bank deducted amount but dashboard shows unpaid.,Closed,2025-04-25,2025-05-03,False,True,7230872267,True,2025-04-25,2025-05-03,8.0,Billing Problem,True
Q3096,katie34@example.org,3575143621,Account Suspension,Need clarification on temporary lockout.,Closed,2025-07-03,2025-07-09,False,False,3575143621,False,2025-07-03,2025-07-09,6.0,Account Suspension,True
Q3097,bbennett@example.org,236484331,Subscription Cancellation,Accidentally cancelled wrong plan.,Closed,2025-04-20,2025-04-26,False,False,236484331,False,2025-04-20,2025-04-26,6.0,Subscription Cancellation,True
Q3098,qthomas@example.com,6929670719,Subscription Cancellation,Can’t contact support post cancellation.,Closed,2025-06-09,2025-06-15,False,True,6929670719,True,2025-06-09,2025-06-15,6.0,Subscription Cancellation,True
Q3099,dfowler@example.com,1059378583,Payment Failure,UPI transaction timed out.,Closed,2025-04-29,2025-05-03,False,False,1059378583,False,2025-04-29,2025-05-03,4.0,Payment Failure,True
Q3100,jeanne56@example.org,595896095,Subscription Cancellation,Subscription stuck in pending cancel state.,Closed,2025-03-04,2025-03-09,False,False,595896095,False,2025-03-04,2025-03-09,5.0,Subscription Cancellation,True
Q3101,tamaralara@example.net,6117278481,Technical Support,Getting JSON decode error.,Closed,2025-06-06,2025-06-13,False,True,6117278481,True,2025-06-06,2025-06-13,7.0,Technical Support,True
Q3102,elee@example.com,7670350618,Subscription Cancellation,Need proof of cancellation for records.,Closed,2025-07-18,2025-07-27,False,True,7670350618,True,2025-07-18,2025-07-27,9.0,Subscription Cancellation,True
Q3103,phillipcohen@example.org,8841868368,UI Feedback,Tooltips not displaying on hover.,Closed,2025-05-16,2025-05-21,False,True,8841868368,True,2025-05-16,2025-05-21,5.0,UI Feedback,True
Q3104,zgeorge@example.net,1440814797,Data Export,Auto-export not working on Fridays.,Closed,2025-05-30,2025-06-14,False,False,1440814797,False,2025-05-30,2025-06-14,15.0,Data Export,True
Q3105,fvargas@example.org,8482042506,Login Issue,Forgot my password and reset isn’t working.,Closed,2025-06-10,2025-06-12,False,True,8482042506,True,2025-06-10,2025-06-12,2.0,Login Issue,True
Q3106,hayeskristy@example.org,7864895869,UI Feedback,Mobile responsiveness needs improvement.,Closed,2025-05-07,2025-05-13,False,True,7864895869,True,2025-05-07,2025-05-13,6.0,UI Feedback,True
Q3107,blakeroberta@example.org,9147112341,Data Export,Exported Excel has broken formatting.,Closed,2025-07-23,2025-08-02,False,True,9147112341,True,2025-07-23,2025-08-02,10.0,Data Export,True
Q3108,dguzman@example.org,5081746715,Data Export,Charts not included in report export.,Closed,2025-05-13,2025-05-21,False,False,5081746715,False,2025-05-13,2025-05-21,8.0,Data Export,True
Q3109,berrylarry@example.net,4891281451,Data Export,Need monthly data dump in CSV.,Closed,2025-03-10,2025-03-14,False,False,4891281451,False,2025-03-10,2025-03-14,4.0,Data Export,True
Q3110,aaron19@example.com,5942528141,Data Export,Need monthly data dump in CSV.,Closed,2025-05-20,2025-05-31,False,False,5942528141,False,2025-05-20,2025-05-31,11.0,Data Export,True
Q3111,wallacebrady@example.org,3775609465,Data Export,Can’t schedule data export.,Closed,2025-03-01,2025-03-09,False,False,3775609465,False,2025-03-01,2025-03-09,8.0,Data Export,True
Q3112,ksilva@example.com,6685337384,UI Feedback,Filter section takes too much space.,Closed,2025-03-10,2025-03-11,False,True,6685337384,True,2025-03-10,2025-03-11,1.0,UI Feedback,True
Q3113,cynthiaarcher@example.com,7036531336,Account Suspension,Appeal submitted but no response yet.,Closed,2025-05-05,2025-05-06,False,True,7036531336,True,2025-05-05,2025-05-06,1.0,Account Suspension,True
Q3114,beckerkathleen@example.com,7486805482,Technical Support,Slow performance during peak hours.,Closed,2025-01-31,2025-02-12,False,True,7486805482,True,2025-01-31,2025-02-12,12.0,Technical Support,True
Q3115,riddlekevin@example.org,3266447437,Login Issue,Forgot my password and reset isn’t working.,Closed,2025-04-03,2025-04-06,False,False,3266447437,False,2025-04-03,2025-04-06,3.0,Login Issue,True
Q3116,jnguyen@example.net,910807806,Login Issue,Login working on browser but not app.,Closed,2025-05-23,2025-05-26,False,False,910807806,False,2025-05-23,2025-05-26,3.0,Login Issue,True
Q3117,melissagraham@example.net,7204774359,Subscription Cancellation,Cancelled but dashboard shows active.,Closed,2025-06-28,2025-07-02,False,True,7204774359,True,2025-06-28,2025-07-02,4.0,Subscription Cancellation,True
Q3118,nicholaspalmer@example.com,1714176465,Technical Support,Live chat not launching.,Closed,2025-05-31,2025-06-14,False,False,1714176465,False,2025-05-31,2025-06-14,14.0,Technical Support,True
Q3119,smithrandy@example.com,74568132,Bug Report,Chart not updating after data refresh.,Closed,2025-05-16,2025-05-23,False,False,74568132,False,2025-05-16,2025-05-23,7.0,Bug Report,True
Q3120,stephen60@example.net,8624079883,Login Issue,Account locked after failed attempts.,Closed,2025-06-22,2025-06-28,False,True,8624079883,True,2025-06-22,2025-06-28,6.0,Login Issue,True
Q3121,nataliehill@example.org,7260734503,Account Suspension,Got a warning mail I don’t understand.,Closed,2025-04-17,2025-04-18,False,True,7260734503,True,2025-04-17,2025-04-18,1.0,Account Suspension,True
Q3122,johnny77@example.com,6297727314,Login Issue,Account locked after failed attempts.,Closed,2025-07-10,2025-07-18,False,True,6297727314,True,2025-07-10,2025-07-18,8.0,Login Issue,True
Q3123,htaylor@example.org,7415412625,Feature Request,Provide more chart types in dashboard.,Closed,2025-07-10,2025-07-22,False,True,7415412625,True,2025-07-10,2025-07-22,12.0,Feature Request,True
Q3124,anthonypearson@example.com,5682413613,UI Feedback,Dark mode missing in login.,Closed,2025-03-09,2025-03-23,False,False,5682413613,False,2025-03-09,2025-03-23,14.0,UI Feedback,True
Q3125,christine24@example.com,3343989006,Account Suspension,Suspension mail was too vague.,Closed,2025-05-22,2025-05-29,False,False,3343989006,False,2025-05-22,2025-05-29,7.0,Account Suspension,True
Q3126,oaguilar@example.org,9328394320,Billing Problem,Incorrect tax calculations.,Closed,2025-06-22,2025-06-30,False,True,9328394320,True,2025-06-22,2025-06-30,8.0,Billing Problem,True
Q3127,williamsstephanie@example.com,1354526116,Data Export,Export email not received.,Closed,2025-03-14,2025-03-16,False,False,1354526116,False,2025-03-14,2025-03-16,2.0,Data Export,True
Q3128,andrewwoods@example.net,9590824605,Payment Failure,UPI transaction timed out.,Closed,2025-05-19,2025-05-28,False,True,9590824605,True,2025-05-19,2025-05-28,9.0,Payment Failure,True
Q3129,sarahoward@example.org,2420812396,Feature Request,Request feature to duplicate projects.,Closed,2025-04-22,2025-05-02,False,False,2420812396,False,2025-04-22,2025-05-02,10.0,Feature Request,True
Q3130,ewalker@example.com,8333865986,Login Issue,Error 401 appearing on login.,Closed,2025-05-15,2025-05-16,False,True,8333865986,True,2025-05-15,2025-05-16,1.0,Login Issue,True
Q3131,imcneil@example.com,9009053898,Bug Report,Search bar resets randomly.,Closed,2025-07-04,2025-07-07,False,True,9009053898,True,2025-07-04,2025-07-07,3.0,Bug Report,True
Q3132,stephanie39@example.net,3383191646,Bug Report,Check/uncheck box not saving state.,Closed,2025-06-11,2025-06-19,False,False,3383191646,False,2025-06-11,2025-06-19,8.0,Bug Report,True
Q3133,mathewssandra@example.com,4682671193,Data Export,Zip file corrupted during export.,Closed,2025-05-12,2025-05-17,False,False,4682671193,False,2025-05-12,2025-05-17,5.0,Data Export,True
Q3134,kathleenfox@example.org,5028733170,Subscription Cancellation,Cancel option not visible in settings.,Closed,2025-02-09,2025-02-13,False,False,5028733170,False,2025-02-09,2025-02-13,4.0,Subscription Cancellation,True
Q3135,jacquelineruiz@example.net,278784986,UI Feedback,Buttons overlap on smaller screens.,Closed,2025-07-25,2025-07-31,False,False,278784986,False,2025-07-25,2025-07-31,6.0,UI Feedback,True
Q3136,michaelgregory@example.net,6039988865,Billing Problem,Charged extra on my last invoice.,Closed,2025-04-26,2025-04-28,False,True,6039988865,True,2025-04-26,2025-04-28,2.0,Billing Problem,True
Q3137,alice12@example.org,4062352346,Feature Request,Multi-user role system would help.,Closed,2025-06-08,2025-06-11,False,False,4062352346,False,2025-06-08,2025-06-11,3.0,Feature Request,True
Q3138,mahoneychristopher@example.com,6634655502,Subscription Cancellation,Cancel option not visible in settings.,Closed,2025-04-16,2025-04-17,False,True,6634655502,True,2025-04-16,2025-04-17,1.0,Subscription Cancellation,True
Q3139,sandra71@example.org,724229285,Account Suspension,Received policy violation but unclear why.,Closed,2025-07-23,2025-08-11,False,False,724229285,False,2025-07-23,2025-08-11,19.0,Account Suspension,True
Q3140,marystewart@example.com,4388692239,Subscription Cancellation,Can’t contact support post cancellation.,Closed,2025-04-03,2025-04-11,False,False,4388692239,False,2025-04-03,2025-04-11,8.0,Subscription Cancellation,True
Q3141,vickieluna@example.com,9473504099,UI Feedback,Filter section takes too much space.,Closed,2025-07-06,2025-07-15,False,True,9473504099,True,2025-07-06,2025-07-15,9.0,UI Feedback,True
Q3142,michael06@example.com,6179073891,Bug Report,Filter not retaining after refresh.,Closed,2025-06-12,2025-06-22,False,True,6179073891,True,2025-06-12,2025-06-22,10.0,Bug Report,True
Q3143,champton@example.net,4773470246,Feature Request,Multi-user role system would help.,Closed,2025-04-24,2025-04-25,False,False,4773470246,False,2025-04-24,2025-04-25,1.0,Feature Request,True
Q3144,richard13@example.org,1019387366,UI Feedback,Font inconsistent across pages.,Opened,2025-04-23,,True,False,1019387366,False,2025-04-23,,,UI Feedback,True
Q3145,michaelford@example.net,9725284105,UI Feedback,Buttons overlap on smaller screens.,Closed,2025-07-16,2025-07-17,False,True,9725284105,True,2025-07-16,2025-07-17,1.0,UI Feedback,True
Q3146,hernandezkristen@example.com,5734168274,Login Issue,Unable to login with correct credentials.,Closed,2025-03-16,2025-03-22,False,False,5734168274,False,2025-03-16,2025-03-22,6.0,Login Issue,True
Q3147,kelly25@example.net,340919902,Subscription Cancellation,Was offered discount after cancel — still charged full.,Closed,2025-04-14,2025-04-19,False,False,340919902,False,2025-04-14,2025-04-19,5.0,Subscription Cancellation,True
Q3148,donovanlaura@example.org,1247798488,UI Feedback,Tooltips not displaying on hover.,Closed,2025-06-01,2025-06-05,False,False,1247798488,False,2025-06-01,2025-06-05,4.0,UI Feedback,True
Q3149,uflowers@example.org,7496582719,Payment Failure,Need confirmation after retry.,Closed,2025-04-26,2025-05-06,False,True,7496582719,True,2025-04-26,2025-05-06,10.0,Payment Failure,True
Q3150,leachcandace@example.com,2675595318,Payment Failure,EMI option not available anymore.,Closed,2025-02-10,2025-03-01,False,False,2675595318,False,2025-02-10,2025-03-01,19.0,Payment Failure,True
Q3151,carloslopez@example.org,548067097,Billing Problem,Invoice PDF is missing this month.,Closed,2025-02-15,2025-03-01,False,False,548067097,False,2025-02-15,2025-03-01,14.0,Billing Problem,True
Q3152,gmcguire@example.com,7301600364,UI Feedback,Mobile responsiveness needs improvement.,Closed,2025-05-14,2025-05-26,False,True,7301600364,True,2025-05-14,2025-05-26,12.0,UI Feedback,True
Q3153,nsmith@example.org,8466619905,Payment Failure,Payment failed due to card error.,Closed,2025-03-24,2025-04-02,False,True,8466619905,True,2025-03-24,2025-04-02,9.0,Payment Failure,True
Q3154,cynthiasmith@example.com,527746794,UI Feedback,Text is too small on mobile.,Closed,2025-04-10,2025-04-20,False,False,527746794,False,2025-04-10,2025-04-20,10.0,UI Feedback,True
Q3155,katrina64@example.org,4696309124,Subscription Cancellation,Cancelled but dashboard shows active.,Closed,2025-04-30,2025-05-02,False,False,4696309124,False,2025-04-30,2025-05-02,2.0,Subscription Cancellation,True
Q3156,timothywells@example.net,1937060129,Account Suspension,Can I restore my data after suspension?,Closed,2025-01-31,2025-02-01,False,False,1937060129,False,2025-01-31,2025-02-01,1.0,Account Suspension,True
Q3157,smithjoshua@example.com,9080438664,Account Suspension,Terms of use were unclear.,Closed,2025-07-07,2025-07-08,False,True,9080438664,True,2025-07-07,2025-07-08,1.0,Account Suspension,True
Q3158,hamiltonmaria@example.org,9717003925,Subscription Cancellation,Still charged after cancellation.,Closed,2025-05-24,2025-05-30,False,True,9717003925,True,2025-05-24,2025-05-30,6.0,Subscription Cancellation,True
Q3159,allisonguerrero@example.net,9974719682,Feature Request,Save filter views for reuse.,Closed,2025-02-24,2025-03-05,False,True,9974719682,True,2025-02-24,2025-03-05,9.0,Feature Request,True
Q3160,dennismunoz@example.com,5368931798,Data Export,Exported PDF looks blank.,Closed,2025-02-20,2025-03-01,False,False,5368931798,False,2025-02-20,2025-03-01,9.0,Data Export,True
Q3161,lisa74@example.net,2476629167,Technical Support,Getting JSON decode error.,Closed,2025-07-25,2025-07-26,False,False,2476629167,False,2025-07-25,2025-07-26,1.0,Technical Support,True
Q3162,smithapril@example.net,4815461948,Data Export,Need JSON export option.,Closed,2025-05-26,2025-05-28,False,False,4815461948,False,2025-05-26,2025-05-28,2.0,Data Export,True
Q3163,hartlarry@example.net,567744999,Payment Failure,Need confirmation after retry.,Closed,2025-02-17,2025-02-25,False,False,567744999,False,2025-02-17,2025-02-25,8.0,Payment Failure,True
Q3164,jwalters@example.com,3007076176,Login Issue,Forgot my password and reset isn’t working.,Closed,2025-05-01,2025-05-02,False,False,3007076176,False,2025-05-01,2025-05-02,1.0,Login Issue,True
Q3165,richardsjose@example.net,4354341181,Bug Report,Page crashes on click of ‘submit’.,Closed,2025-02-03,2025-02-05,False,False,4354341181,False,2025-02-03,2025-02-05,2.0,Bug Report,True
Q3166,chaneyanthony@example.org,4982938151,UI Feedback,Dark mode missing in login.,Closed,2025-02-02,2025-02-04,False,False,4982938151,False,2025-02-02,2025-02-04,2.0,UI Feedback,True
Q3167,iramirez@example.net,4425720316,Payment Failure,Payment failed due to card error.,Closed,2025-02-27,2025-02-28,False,False,4425720316,False,2025-02-27,2025-02-28,1.0,Payment Failure,True
Q3168,nathan44@example.org,9395019740,Payment Failure,Card declined despite funds.,Closed,2025-05-31,2025-06-04,False,True,9395019740,True,2025-05-31,2025-06-04,4.0,Payment Failure,True
Q3169,nathanbrown@example.org,4694960278,Payment Failure,Promo code not working during payment.,Closed,2025-02-01,2025-02-07,False,False,4694960278,False,2025-02-01,2025-02-07,6.0,Payment Failure,True
Q3170,adickson@example.net,747230777,Account Suspension,My account was suspended without notice.,Closed,2025-06-22,2025-06-25,False,False,747230777,False,2025-06-22,2025-06-25,3.0,Account Suspension,True
Q3171,portermargaret@example.net,2084615673,Technical Support,Live chat not launching.,Closed,2025-06-23,2025-07-05,False,False,2084615673,False,2025-06-23,2025-07-05,12.0,Technical Support,True
Q3172,shepherddonna@example.net,30753852,Feature Request,Include a mobile-first UI option.,Closed,2025-03-02,2025-03-14,False,False,30753852,False,2025-03-02,2025-03-14,12.0,Feature Request,True
Q3173,quinnnathaniel@example.net,874563843,Payment Failure,Wrong currency charged.,Closed,2025-02-24,2025-02-27,False,False,874563843,False,2025-02-24,2025-02-27,3.0,Payment Failure,True
Q3174,jthompson@example.com,1543377319,Login Issue,Login working on browser but not app.,Closed,2025-04-21,2025-04-26,False,False,1543377319,False,2025-04-21,2025-04-26,5.0,Login Issue,True
Q3175,martindanielle@example.org,8860867989,Payment Failure,Charged twice for one payment.,Closed,2025-05-04,2025-05-15,False,True,8860867989,True,2025-05-04,2025-05-15,11.0,Payment Failure,True
Q3176,jerryhubbard@example.net,9329724319,Subscription Cancellation,Still charged after cancellation.,Closed,2025-05-25,2025-05-30,False,True,9329724319,True,2025-05-25,2025-05-30,5.0,Subscription Cancellation,True
Q3177,wrightbarbara@example.net,2119597772,Billing Problem,Late fee charged wrongly.,Closed,2025-04-14,2025-04-18,False,False,2119597772,False,2025-04-14,2025-04-18,4.0,Billing Problem,True
Q3178,tiffanygonzalez@example.net,149585046,Login Issue,Session expires immediately after login.,Closed,2025-04-24,2025-04-28,False,False,149585046,False,2025-04-24,2025-04-28,4.0,Login Issue,True
Q3179,qgomez@example.com,5816973372,Login Issue,Unable to login with correct credentials.,Closed,2025-04-22,2025-04-25,False,False,5816973372,False,2025-04-22,2025-04-25,3.0,Login Issue,True
Q3180,kathleen65@example.com,2517401084,Login Issue,Error 401 appearing on login.,Closed,2025-05-28,2025-05-29,False,False,2517401084,False,2025-05-28,2025-05-29,1.0,Login Issue,True
Q3181,ryan31@example.net,3751951128,Account Suspension,Support says I’m blacklisted — why?,Closed,2025-06-30,2025-07-08,False,False,3751951128,False,2025-06-30,2025-07-08,8.0,Account Suspension,True
Q3182,jonathanclark@example.com,9874063793,Billing Problem,Duplicate transaction found.,Closed,2025-06-04,2025-06-15,False,True,9874063793,True,2025-06-04,2025-06-15,11.0,Billing Problem,True
Q3183,dcasey@example.com,9388747920,UI Feedback,Tooltips not displaying on hover.,Closed,2025-06-27,2025-07-10,False,True,9388747920,True,2025-06-27,2025-07-10,13.0,UI Feedback,True
Q3184,hodgesmatthew@example.com,741864535,Data Export,Need monthly data dump in CSV.,Closed,2025-02-17,2025-03-01,False,False,741864535,False,2025-02-17,2025-03-01,12.0,Data Export,True
Q3185,scott08@example.org,1564417044,Bug Report,Page crashes on click of ‘submit’.,Closed,2025-06-04,2025-06-08,False,False,1564417044,False,2025-06-04,2025-06-08,4.0,Bug Report,True
Q3186,petersontimothy@example.net,4677572696,Login Issue,Forgot my password and reset isn’t working.,Closed,2025-06-29,2025-07-05,False,False,4677572696,False,2025-06-29,2025-07-05,6.0,Login Issue,True
Q3187,hopkinseduardo@example.net,9387395100,Login Issue,Redirect loop after logging in.,Closed,2025-03-06,2025-03-07,False,True,9387395100,True,2025-03-06,2025-03-07,1.0,Login Issue,True
Q3188,tsmith@example.org,1633473781,UI Feedback,Dark mode missing in login.,Closed,2025-03-03,2025-03-04,False,False,1633473781,False,2025-03-03,2025-03-04,1.0,UI Feedback,True
Q3189,ncain@example.com,8187589391,UI Feedback,Alignment issues in forms.,Closed,2025-05-06,2025-05-12,False,True,8187589391,True,2025-05-06,2025-05-12,6.0,UI Feedback,True
Q3190,charlotte08@example.com,319608308,Billing Problem,Charged extra on my last invoice.,Closed,2025-02-23,2025-03-01,False,False,319608308,False,2025-02-23,2025-03-01,6.0,Billing Problem,True
Q3191,deanna52@example.org,5677903798,Login Issue,Unable to login with correct credentials.,Closed,2025-05-31,2025-06-07,False,False,5677903798,False,2025-05-31,2025-06-07,7.0,Login Issue,True
Q3192,xli@example.com,2304592302,UI Feedback,Font inconsistent across pages.,Closed,2025-07-07,2025-07-18,False,False,2304592302,False,2025-07-07,2025-07-18,11.0,UI Feedback,True
Q3193,tmiller@example.org,3425064828,Billing Problem,Bank deducted amount but dashboard shows unpaid.,Closed,2025-02-03,2025-02-13,False,False,3425064828,False,2025-02-03,2025-02-13,10.0,Billing Problem,True
Q3194,claydonna@example.net,1578775911,Bug Report,Tab focus jumps incorrectly.,Closed,2025-05-15,2025-05-18,False,False,1578775911,False,2025-05-15,2025-05-18,3.0,Bug Report,True
Q3195,lopezkathryn@example.com,1644048947,Data Export,Need export in regional time zone.,Closed,2025-05-18,2025-05-20,False,False,1644048947,False,2025-05-18,2025-05-20,2.0,Data Export,True
Q3196,gail96@example.com,4865006935,Billing Problem,Unable to update billing address.,Closed,2025-02-20,2025-02-21,False,False,4865006935,False,2025-02-20,2025-02-21,1.0,Billing Problem,True
Q3197,ulopez@example.org,2634821373,Data Export,Exported PDF looks blank.,Closed,2025-01-31,2025-02-15,False,False,2634821373,False,2025-01-31,2025-02-15,15.0,Data Export,True
Q3198,garycooper@example.net,9484343131,Feature Request,Can you include language translation?,Closed,2025-07-21,2025-07-26,False,True,9484343131,True,2025-07-21,2025-07-26,5.0,Feature Request,True
Q3199,larry14@example.org,4789978009,Subscription Cancellation,Accidentally cancelled wrong plan.,Closed,2025-06-01,2025-06-02,False,False,4789978009,False,2025-06-01,2025-06-02,1.0,Subscription Cancellation,True
Q3200,btaylor@example.net,3699684442,UI Feedback,Dropdowns too close together.,Closed,2025-05-15,2025-05-17,False,False,3699684442,False,2025-05-15,2025-05-17,2.0,UI Feedback,True
Q3201,timothy94@example.com,7682014625,Subscription Cancellation,"Didn’t mean to cancel, can I undo?",Closed,2025-04-23,2025-04-29,False,True,7682014625,True,2025-04-23,2025-04-29,6.0,Subscription Cancellation,True
Q3202,emilyberry@example.com,1524431250,Account Suspension,Need clarification on temporary lockout.,Closed,2025-02-08,2025-02-11,False,False,1524431250,False,2025-02-08,2025-02-11,3.0,Account Suspension,True
Q3203,walkermeghan@example.com,983792455,Data Export,Can’t schedule data export.,Closed,2025-06-05,2025-06-14,False,False,983792455,False,2025-06-05,2025-06-14,9.0,Data Export,True
Q3204,mooreeric@example.net,6625395344,UI Feedback,Color scheme hard to read in sunlight.,Closed,2025-04-02,2025-04-07,False,True,6625395344,True,2025-04-02,2025-04-07,5.0,UI Feedback,True
Q3205,uosborne@example.net,5371312753,UI Feedback,Too many clicks to perform actions.,Closed,2025-07-25,2025-08-05,False,False,5371312753,False,2025-07-25,2025-08-05,11.0,UI Feedback,True
Q3206,ineal@example.net,6166262571,Data Export,Exported Excel has broken formatting.,Closed,2025-06-24,2025-06-26,False,True,6166262571,True,2025-06-24,2025-06-26,2.0,Data Export,True
Q3207,llopez@example.org,9927433446,Bug Report,Page crashes on click of ‘submit’.,Closed,2025-05-18,2025-05-24,False,True,9927433446,True,2025-05-18,2025-05-24,6.0,Bug Report,True
Q3208,gayryan@example.org,1362740495,Payment Failure,Payment success mail delayed.,Closed,2025-04-08,2025-04-25,False,False,1362740495,False,2025-04-08,2025-04-25,17.0,Payment Failure,True
Q3209,kimberlyking@example.com,1121129116,Billing Problem,Billed for a cancelled plan.,Closed,2025-02-19,2025-03-04,False,False,1121129116,False,2025-02-19,2025-03-04,13.0,Billing Problem,True
Q3210,mhorton@example.org,8515024957,Account Suspension,Appeal submitted but no response yet.,Closed,2025-05-29,2025-06-02,False,True,8515024957,True,2025-05-29,2025-06-02,4.0,Account Suspension,True
Q3211,antoniobishop@example.net,1866269609,Feature Request,Suggesting calendar integration.,Closed,2025-07-08,2025-07-14,False,False,1866269609,False,2025-07-08,2025-07-14,6.0,Feature Request,True
Q3212,whitneyjason@example.com,1026902587,Feature Request,Save filter views for reuse.,Closed,2025-04-18,2025-04-25,False,False,1026902587,False,2025-04-18,2025-04-25,7.0,Feature Request,True
Q3213,jjones@example.com,641216920,Account Suspension,Appeal submitted but no response yet.,Closed,2025-04-03,2025-04-04,False,False,641216920,False,2025-04-03,2025-04-04,1.0,Account Suspension,True
Q3214,elizabethestrada@example.org,5075916955,Login Issue,Login button is unresponsive.,Closed,2025-05-16,2025-05-27,False,False,5075916955,False,2025-05-16,2025-05-27,11.0,Login Issue,True
Q3215,paularyan@example.com,7762381434,Login Issue,Getting 'user not found' even with valid ID.,Closed,2025-06-28,2025-07-01,False,True,7762381434,True,2025-06-28,2025-07-01,3.0,Login Issue,True
